manuscript	dataset	partition_name	cluster_number
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13361-42-Calc_Hmm10-BMGE05	789
Ryan2013	genome.opisthokonta	gene15	790
Ryan2013	est.opisthokonta	gene345	790
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13113-42-Calc_Hmm10-BMGE05	791
Ryan2013	est.opisthokonta	gene347	791
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11153-2-42-Calc_Hmm10-BMGE05	792
Ryan2013	est.opisthokonta	gene361	792
Ryan2013	est.opisthokonta	gene387	793
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13803-42-Calc_Hmm10-BMGE05	793
Ryan2013	est.opisthokonta	gene388	794
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13812-42-Calc_Hmm10-BMGE05	794
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14916-42-Calc_Hmm10-BMGE05	795
Ryan2013	est.opisthokonta	gene4	795
Ryan2013	est.opisthokonta	gene79	796
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12998-42-Calc_Hmm10-BMGE05	796
Ryan2013	genome.opisthokonta	gene18	797
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13281-42-Calc_Hmm10-BMGE05	797
Ryan2013	genome.opisthokonta	gene42	798
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13365-42-Calc_Hmm10-BMGE05	798
Ryan2013	genome.opisthokonta	gene56	799
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14524-42-Calc_Hmm10-BMGE05	799
Ryan2013	genome.opisthokonta	gene69	800
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13639-42-Calc_Hmm10-BMGE05	800
Ryan2013	genome.opisthokonta	gene96	801
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13174-42-Calc_Hmm10-BMGE05	801
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10274-2-1-2-42-Calc_Hmm10-BMGE05	802
Chang2015	Chang2015	rpo	802
Chang2015	Chang2015	hsp90_01	803
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10445-2-42-Calc_Hmm10-BMGE05	803
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11031-1-42-Calc_Hmm10-BMGE05	804
Borowiec2015	Total1080	OG1125.fasta.aln_gene116	804
Chang2015	Chang2015	xpb	805
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11924-42-Calc_Hmm10-BMGE05	805
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12541-42-Calc_Hmm10-BMGE05	806
Ryan2013	genome.opisthokonta	gene24	806
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13015-42-Calc_Hmm10-BMGE05	807
Borowiec2015	Total1080	OG290.fasta.aln_gene340	807
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13337-42-Calc_Hmm10-BMGE05	808
Borowiec2015	Total1080	OG436.fasta.aln_gene496	808
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0030	809
Whelan2015	Dataset1_FullData	Gene_0030	809
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0051	810
Whelan2015	Dataset1_FullData	Gene_0051	810
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0092	811
Whelan2015	Dataset1_FullData	Gene_0092	811
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0094	812
Whelan2015	Dataset1_FullData	Gene_0094	812
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0101	813
Whelan2015	Dataset1_FullData	Gene_0101	813
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0121	814
Whelan2015	Dataset1_FullData	Gene_0121	814
Whelan2015	Dataset1_FullData	Gene_0157	815
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0157	815
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0178	816
Whelan2015	Dataset1_FullData	Gene_0178	816
Whelan2015	Dataset1_FullData	Gene_0270	817
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0270	817
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0352	818
Whelan2015	Dataset1_FullData	Gene_0352	818
Whelan2015	Dataset1_FullData	Gene_0363	819
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0363	819
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0408	820
Whelan2015	Dataset1_FullData	Gene_0408	820
Whelan2015	Dataset1_FullData	Gene_0448	821
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0448	821
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0457	822
Whelan2015	Dataset1_FullData	Gene_0457	822
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0484	823
Whelan2015	Dataset1_FullData	Gene_0484	823
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0498	824
Whelan2015	Dataset1_FullData	Gene_0498	824
Whelan2015	Dataset1_FullData	Gene_0503	825
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0503	825
Whelan2015	Dataset1_FullData	Gene_0548	826
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0548	826
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0604	827
Whelan2015	Dataset1_FullData	Gene_0604	827
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0615	828
Whelan2015	Dataset1_FullData	Gene_0615	828
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0628	829
Whelan2015	Dataset1_FullData	Gene_0628	829
Whelan2015	Dataset1_FullData	Gene_0631	830
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0631	830
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0661	831
Whelan2015	Dataset1_FullData	Gene_0661	831
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0677	832
Whelan2015	Dataset1_FullData	Gene_0677	832
Whelan2015	Dataset1_FullData	Gene_0775	833
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0775	833
Whelan2015	Dataset1_FullData	Gene_0863	834
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0863	834
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0911	835
Whelan2015	Dataset1_FullData	Gene_0911	835
Whelan2015	Dataset1_FullData	Gene_1021	836
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_1021	836
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_1033	837
Whelan2015	Dataset1_FullData	Gene_1033	837
Whelan2017	Metazoa_Choano_RCFV_strict	Subset12	838
Whelan2017	Metazoa_full	Subset17_01	838
Whelan2017	Metazoa_full	Subset21_01	839
Whelan2017	Metazoa_Choano_RCFV_strict	Subset13_01	839
Whelan2017	Metazoa_full	Subset10_08	840
Whelan2017	Metazoa_Choano_RCFV_strict	Subset15_01	840
Whelan2017	Metazoa_full	Subset5_04	841
Whelan2017	Metazoa_Choano_RCFV_strict	Subset17	841
Whelan2017	Metazoa_Choano_RCFV_strict	Subset18	842
Whelan2017	Metazoa_full	Subset24_01	842
Whelan2017	Metazoa_full	Subset5_10	843
Whelan2017	Metazoa_Choano_RCFV_strict	Subset21_01	843
Whelan2017	Metazoa_full	Subset31_03	844
Whelan2017	Metazoa_Choano_RCFV_strict	Subset26_01	844
Whelan2017	Metazoa_full	Subset18_03	845
Whelan2017	Metazoa_Choano_RCFV_strict	Subset28	845
Whelan2017	Metazoa_full	Subset24_02	846
Whelan2017	Metazoa_Choano_RCFV_strict	Subset29	846
Whelan2017	Metazoa_Choano_RCFV_strict	Subset5	847
Whelan2017	Metazoa_full	Subset2_02	847
Whelan2017	Metazoa_full	Subset23_06	848
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14005-42-Calc_Hmm10-BMGE05	848
